;uuid;giorno_min;giorno_max;durata_vita;conteggio_giorni_totale;site_giallozafferano;site_repubblica;site_subito;site_ansa;site_kijiji;site_corriere;site_ebay;site_pianetadonna;site_aranzulla;site_greenme;site_gazzetta;site_sole24ore;site_pourfemme;site_alfemminile;site_corrieresport;site_cookaround;site_autoscout;site_staseratv;prima_citta;browser_name;device_name;os_name
1830;1831;06/06/19;06/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CL;Chrome Mobile;Mobile;Android
1831;1832;13/06/19;16/06/19;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CH;Chrome;Tablet;Android
1832;1833;31/05/19;31/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CZ;Chrome Mobile;Mobile;Android
1833;1834;21/05/19;21/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Mobile Safari 12;Mobile;iPhone
1834;1835;26/05/19;26/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BS;Chrome Mobile;Mobile;Android
1835;1836;13/06/19;13/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
1836;1837;23/05/19;23/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Edge;Desktop and Laptop;Windows 10
1837;1838;12/05/19;07/06/19;27;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome Mobile;Mobile;Android
1838;1839;02/06/19;02/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
1839;1840;05/06/19;05/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TA;Chrome;Tablet;Android
1840;1841;20/12/18;12/06/19;175;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;ITA-GE;;;Android
1841;1842;27/05/19;27/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome;Desktop and Laptop;Windows 10
1842;1843;18/05/19;15/06/19;29;26;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-LI;Chrome;Desktop and Laptop;Windows 7
1843;1844;20/05/19;20/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome;Desktop and Laptop;Mac OS X
1844;1845;28/05/19;28/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
1845;1846;05/04/19;12/06/19;69;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome;Desktop and Laptop;Mac OS X
1846;1847;05/06/19;05/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-GE;Chrome Mobile;Mobile;Android
1847;1848;26/04/19;14/06/19;50;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VT;Chrome;Desktop and Laptop;Windows 7
1848;1849;16/05/19;19/05/19;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PD;Explorer 11;Desktop and Laptop;Windows 8.1
1849;1850;16/06/19;16/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
1850;1851;25/05/19;08/06/19;15;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PG;Chrome;Desktop and Laptop;Windows 10
1851;1852;11/05/19;20/05/19;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-SV;Chrome Mobile;Mobile;Android
1852;1853;02/06/19;02/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;Chrome Mobile;Mobile;Android
1853;1854;17/05/19;17/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CS;Chrome;Desktop and Laptop;Mac OS X
1854;1855;16/05/19;16/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-ME;Mobile Safari 12;Mobile;iPhone
1855;1856;23/04/19;12/06/19;51;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
1856;1857;20/05/19;04/06/19;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BA;Mobile Safari 11;Mobile;iPhone
1857;1858;02/06/19;02/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 7;Mobile;Android
1858;1859;03/06/19;13/06/19;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Explorer 11;Desktop and Laptop;Windows 10
1859;1860;14/06/19;16/06/19;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VE;Mobile Safari 12;Mobile;iPhone
1860;1861;18/05/19;09/06/19;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-AO;Chrome;Desktop and Laptop;Windows 10
1861;1862;24/08/18;07/06/19;288;49;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-LU;Chrome Mobile;Mobile;Android
1862;1863;30/05/19;30/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-SA;Chrome;Desktop and Laptop;Windows 10
1863;1864;01/08/17;11/06/19;680;215;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;247;ITA-MI;Chrome Mobile;Mobile;Android
1864;1865;20/06/18;15/06/19;361;202;0;1;1;0;0;6;0;0;2;2;7;0;0;0;0;0;0;0;ITA-RM;Chrome Mobile;Mobile;Android
1865;1866;25/03/19;16/06/19;84;81;0;0;0;0;0;7;0;0;0;0;18;0;0;0;0;0;0;69;ITA-LI;Firefox 4+;Desktop and Laptop;
1866;1867;19/03/19;11/06/19;85;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
1867;1868;16/06/19;16/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PR;Mobile Safari 11;Tablet;iPad
1868;1869;10/06/19;10/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Mobile Safari 12;Mobile;iPhone
1869;1870;27/05/19;02/06/19;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
1870;1871;20/12/17;15/06/19;543;258;6;4;0;8;8;1;0;0;5;2;2;1;0;0;0;0;0;0;ITA-AR;Chrome Mobile;Mobile;Android
1871;1872;03/06/19;03/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BO;Mobile Safari 11;Mobile;iPhone
1872;1873;14/04/19;12/06/19;60;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BA;Chrome;Desktop and Laptop;Windows 10
1873;1874;14/05/19;14/06/19;32;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;ITA-ME;Mobile Safari 11;Mobile;iPhone
1874;1875;03/06/19;03/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Safari 12;Desktop and Laptop;Mac OS X
1875;1876;08/06/17;16/06/19;739;184;0;0;0;1;0;0;0;0;0;3;1;0;0;1;0;0;0;0;ITA-RM;Chrome Mobile;Mobile;Android
1876;1877;29/12/18;15/06/19;169;33;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Chrome Mobile;Mobile;Android
1877;1878;17/05/19;17/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 10;Tablet;iPad
1878;1879;20/05/19;20/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;Windows 7
1879;1880;08/05/19;22/05/19;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VT;Chrome Mobile;Mobile;Android
1880;1881;12/06/19;12/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Explorer 11;Desktop and Laptop;Windows 7
1881;1882;09/02/19;13/06/19;125;33;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;ITA-PN;Mobile Safari 12;Tablet;iPad
1882;1883;13/06/19;13/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;Windows 10
1883;1884;02/06/17;16/06/19;745;395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PD;Chrome Mobile;Mobile;Android
1884;1885;18/05/19;18/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NO;Chrome Mobile;Mobile;Android
1885;1886;15/03/19;16/06/19;94;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VR;Chrome Mobile;Mobile;Android
1886;1887;19/03/18;14/06/19;453;264;3;11;0;0;0;7;0;0;13;0;11;14;0;0;0;0;0;0;ITA-BS;Chrome;Desktop and Laptop;Windows 10
1887;1888;27/05/19;12/06/19;17;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Explorer 11;Desktop and Laptop;Windows 7
1888;1889;12/06/19;12/06/19;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;ITA-FG;Chrome;Desktop and Laptop;Windows 10
1889;1890;12/06/19;12/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Mobile Safari 9;Mobile;iPhone
1890;1891;26/03/19;03/06/19;70;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BG;Chrome Mobile;Mobile;Android
1891;1892;05/02/19;09/06/19;125;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;Mobile Safari 12;Mobile;iPhone
1892;1893;06/06/19;06/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
1893;1894;07/04/19;26/05/19;50;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
1894;1895;20/04/19;18/05/19;29;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;Chrome Mobile;Mobile;Android
1895;1896;25/05/19;27/05/19;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BA;Chrome Mobile;Mobile;Android
1896;1897;03/04/19;15/06/19;74;21;0;0;0;1;0;0;0;0;0;1;0;0;3;0;0;0;0;4;ITA-MI;Mobile Safari 11;Mobile;iPhone
1897;1898;23/05/19;02/06/19;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BO;Chrome;Desktop and Laptop;Windows 8.1
1898;1899;12/06/19;16/06/19;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VA;Chrome Mobile;Mobile;Android
1899;1900;07/06/19;07/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
1900;1901;16/06/19;16/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Mobile Safari 12;Mobile;iPhone
1901;1902;20/05/19;20/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MB;Chrome Mobile;Mobile;Android
1902;1903;23/12/18;14/06/19;174;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;;;Android
1903;1904;04/06/19;04/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VA;Chrome Mobile;Mobile;Android
1904;1905;22/05/19;12/06/19;22;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BO;Firefox 4+;Desktop and Laptop;Windows 10
1905;1906;19/05/19;19/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
1906;1907;24/05/19;24/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Tablet;Android
1907;1908;16/02/19;14/06/19;119;21;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BG;;Mobile;Android
1908;1909;21/03/19;07/06/19;79;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-AP;Firefox 4+;Desktop and Laptop;Windows 10
1909;1910;16/06/19;16/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
1910;1911;12/06/19;13/06/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 10;Tablet;iPad
1911;1912;25/05/19;25/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Safari 10;Desktop and Laptop;Mac OS X
1912;1913;12/06/19;12/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VR;Mobile Safari 12;Tablet;iPad
1913;1914;12/06/19;16/06/19;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CT;Chrome Mobile;Mobile;Android
1914;1915;10/05/19;25/05/19;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MB;Chrome Mobile;Mobile;Android
1915;1916;11/06/19;12/06/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 11;Mobile;iPhone
1916;1917;23/05/19;14/06/19;23;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;10;ITA-NA;Chrome Mobile;Mobile;Android
1917;1918;20/03/19;31/05/19;73;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-SA;Chrome Mobile;Mobile;Android
1918;1919;24/05/19;24/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
1919;1920;24/05/19;24/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PE;Chrome Mobile;Mobile;Android
1920;1921;31/05/19;31/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VR;Chrome Mobile;Mobile;Android
1921;1922;10/06/19;10/06/19;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RA;Mobile Safari 9;Mobile;iPhone
1922;1923;16/06/19;16/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 9;Tablet;iPad
1923;1924;02/05/19;30/05/19;29;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-LI;Chrome;Desktop and Laptop;Windows 7
1924;1925;13/05/19;30/05/19;18;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BS;Firefox 4+;Desktop and Laptop;Windows 10
1925;1926;31/05/19;31/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TP;Explorer 11;Desktop and Laptop;Windows 10
1926;1927;17/05/19;25/05/19;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PN;Mobile Safari 11;Tablet;iPad
1927;1928;26/05/19;26/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Mobile Safari 12;Tablet;iPad
1928;1929;30/01/18;15/06/19;502;175;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;ITA-TO;Chrome;Tablet;
1929;1930;19/05/19;19/05/19;1;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Explorer 11;Desktop and Laptop;Windows 10
1930;1931;24/05/19;24/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;unknown;Unknown;
1931;1932;03/05/19;12/06/19;41;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
1932;1933;21/05/19;21/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BA;Firefox 4+;Desktop and Laptop;Free BSD
1933;1934;02/06/17;15/06/19;744;380;0;0;53;4;1;0;0;0;0;0;0;4;0;0;0;0;0;2;ITA-TV;Chrome;;
1934;1935;22/05/19;16/06/19;26;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;Mobile Safari 12;Mobile;iPhone
1935;1936;10/07/18;16/06/19;342;111;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-SR;;Mobile;iPhone
1936;1937;20/04/19;04/06/19;46;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CT;Mobile Safari 12;Mobile;iPhone
1937;1938;03/11/18;27/05/19;206;73;0;0;0;1;0;0;0;0;0;0;0;0;0;0;22;0;0;0;ITA-RM;Chrome;Tablet;Android
1938;1939;22/05/19;04/06/19;14;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NO;Chrome Mobile;Mobile;Android
1939;1940;19/05/19;13/06/19;26;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PD;Chrome Mobile;Mobile;Android
1940;1941;29/11/18;15/06/19;199;77;0;2;5;2;0;0;0;1;0;0;1;0;0;0;1;0;0;9;ITA-LT;Mobile Safari 11;Mobile;iPhone
1941;1942;25/05/19;25/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VA;Chrome;Tablet;Android
1942;1943;08/06/19;08/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
1943;1944;06/06/19;16/06/19;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;ITA-TN;Chrome;Desktop and Laptop;Windows 8
1944;1945;16/06/19;16/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BR;Mobile Safari 9;Tablet;iPad
1945;1946;16/06/19;16/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
1946;1947;23/05/19;23/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
1947;1948;23/05/19;23/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;
1948;1949;13/06/19;13/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-GE;Chrome Mobile;Mobile;Android
1949;1950;31/05/19;31/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CS;Chrome Mobile;Mobile;Android
1950;1951;18/05/19;18/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
1951;1952;20/05/19;20/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BA;Chrome;Desktop and Laptop;Windows 7
1952;1953;27/05/19;27/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RC;Chrome Mobile;Mobile;Android
1953;1954;26/05/19;01/06/19;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BG;Mobile Safari 12;Tablet;iPad
1954;1955;27/05/19;27/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BG;Chrome Mobile;Mobile;Android
1955;1956;22/01/19;11/06/19;141;22;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;ITA-BG;Edge;Desktop and Laptop;Windows 10
1956;1957;12/06/19;12/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VI;Mobile Safari 11;Tablet;iPad
1957;1958;21/05/19;21/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
1958;1959;29/11/18;16/06/19;200;59;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;16;ITA-RM;Chrome Mobile;Mobile;Android
1959;1960;02/06/19;02/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BS;Mobile Safari 9;Mobile;iPhone
1960;1961;04/06/19;04/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
1961;1962;06/04/19;13/06/19;69;38;0;1;0;3;0;0;0;0;3;0;0;0;1;0;0;0;0;2;ITA-VE;Mobile Safari 12;Tablet;iPad
1962;1963;31/05/19;31/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 10;Mobile;iPhone
1963;1964;03/06/19;03/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BA;Chrome Mobile;Mobile;Android
1964;1965;19/05/19;31/05/19;13;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Mobile Safari 10;Mobile;iPhone
1965;1966;06/06/19;06/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CH;Chrome;Tablet;Android
1966;1967;15/06/19;15/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
1967;1968;08/06/19;13/06/19;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Tablet;iPad
1968;1969;07/06/19;07/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
1969;1970;01/07/17;15/06/19;715;242;2;16;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;;;
1970;1971;20/05/19;16/06/19;28;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
1971;1972;07/06/19;07/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MO;Mobile Safari 12;Mobile;iPhone
1972;1973;30/05/19;08/06/19;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BO;Chrome Mobile;Mobile;Android
1973;1974;12/06/19;13/06/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
1974;1975;09/05/19;17/05/19;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
1975;1976;19/03/19;22/05/19;65;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome Mobile;Mobile;Android
1976;1977;22/04/19;07/06/19;47;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome Mobile;Mobile;Android
1977;1978;31/01/19;30/05/19;120;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-AN;Chrome Mobile;Mobile;Android
1978;1979;29/06/17;16/05/19;687;166;0;0;0;6;0;0;0;0;0;0;0;5;0;0;0;0;0;0;ITA-MB;Mobile Safari 10;Mobile;iPhone
1979;1980;14/06/19;14/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PV;Mobile Safari 12;Tablet;iPad
1980;1981;11/06/19;12/06/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TO;Chrome;Desktop and Laptop;Windows 10
1981;1982;25/03/19;14/06/19;82;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;Windows 7
1982;1983;09/03/19;18/05/19;71;14;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;ITA-BA;Chrome Mobile;Mobile;Android
1983;1984;13/05/19;16/05/19;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TV;Chrome Mobile;Mobile;Android
1984;1985;16/06/19;16/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
1985;1986;30/05/19;12/06/19;14;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BS;Mobile Safari 12;Mobile;iPhone
1986;1987;16/05/19;12/06/19;28;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VA;Chrome;Desktop and Laptop;Windows 10
1987;1988;17/05/19;17/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Mobile Safari 12;Mobile;iPhone
1988;1989;17/05/19;17/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;Chrome Mobile;Mobile;
1989;1990;10/06/19;10/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CO;Chrome;Desktop and Laptop;Linux
1990;1991;11/06/19;11/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
1991;1992;25/05/19;25/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-AR;Firefox 4+;Desktop and Laptop;Windows 7
1992;1993;30/03/19;16/06/19;79;31;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Mobile Safari 12;Mobile;iPhone
1993;1994;15/05/19;12/06/19;29;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CS;Chrome;Desktop and Laptop;Windows 10
1994;1995;20/06/18;15/06/19;361;271;0;0;0;6;0;0;0;0;0;0;0;0;0;0;2;0;0;16;ITA-PA;Chrome Mobile;Mobile;Android
1995;1996;14/06/19;14/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 11;Mobile;iPhone
1996;1997;04/05/19;03/06/19;31;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
1997;1998;28/01/18;05/06/19;494;212;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VE;;;Android
